Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
2,9,9,7,0,3,0,4,1,3,6,0,0,1,1,2,0,24,1,11,9,4,13,34.30466459513619,14,0,12,11,1,22.87098823870965,5,8.198599685977452,2.1934077834461876,36580.498596948164,Dropout
3,3,6,5,0,9,1,2,3,10,7,0,0,1,1,3,0,21,0,13,12,9,1,8.189609789236645,8,0,13,6,4,27.401301993459917,6,12.231581557235334,0.8728985694686142,25887.254514588716,Dropout
1,3,7,2,0,3,1,8,7,5,1,0,0,0,1,3,0,33,0,0,2,6,3,38.05845378615664,5,3,13,9,5,9.730971916428395,2,10.597602955969329,8.100292143831059,39406.60382679704,Graduate
1,9,3,15,0,1,0,1,1,4,9,0,1,0,0,2,1,51,0,7,9,2,10,24.50293012493941,2,10,3,7,7,11.376148576553064,9,12.788589467963877,0.01365742842578288,36619.808738091364,Dropout
3,5,6,12,0,8,0,7,9,3,3,0,0,0,1,1,0,23,1,12,13,0,14,20.022884017289037,0,3,11,11,1,10.122649251675927,10,12.087719973076235,9.285426570337112,11262.72803162538,Dropout
2,4,2,1,0,9,0,3,6,8,2,1,1,1,1,2,1,42,0,5,6,6,10,22.53544707398789,12,8,2,1,1,37.480483271722406,5,5.17390122476937,2.398268205417222,30159.587077636806,Dropout
1,5,2,14,0,5,1,6,8,1,8,1,0,1,0,3,0,25,0,9,4,10,10,30.104902376805256,11,9,13,0,3,33.439530540867935,12,0.5390068496590095,3.4810296362718174,56650.40221639037,Dropout
1,6,7,4,0,9,0,1,9,7,10,0,0,1,0,3,1,54,1,12,7,7,6,35.390905304920935,1,1,8,5,10,15.982970029462464,14,0.2825591812463246,3.762390112877484,44904.988897172356,Graduate
1,2,3,17,1,2,0,2,9,9,5,0,1,0,0,2,0,21,1,7,0,8,10,36.58130072354038,14,7,2,8,10,38.03277160441787,2,13.301198115716861,8.238627848468354,49665.04234273806,Dropout
1,4,3,7,0,9,0,2,3,5,10,0,0,1,0,2,0,36,0,0,10,3,12,25.7703943224358,9,2,2,5,0,12.389661425604395,1,0.6333943505860318,1.6533758463566894,48434.313877332,Graduate
2,5,6,12,1,7,1,3,4,5,6,1,1,0,0,1,1,54,0,10,6,10,11,20.939449918049377,7,5,13,13,4,18.38961294335784,9,0.6740709782268772,4.518942009029425,69227.95489398451,Dropout
3,2,3,6,1,2,0,4,8,8,7,0,0,1,1,3,0,48,1,9,13,0,6,1.8904451970741043,7,2,2,4,13,30.458100183331418,7,1.8611556327829004,9.494440990963408,80373.23289036976,Dropout
2,4,9,7,0,9,0,4,2,3,8,1,1,0,1,1,0,24,0,5,11,11,3,2.935265998129384,11,6,12,8,13,2.3540739425256696,9,9.23953651319363,2.7832451796906077,77969.95186971925,Dropout
3,3,9,6,1,1,0,6,4,8,9,1,1,0,1,2,0,39,1,2,8,10,9,11.38208557005231,10,2,14,3,0,6.258273037972368,11,9.948027180998151,8.485054438232444,94871.5159839864,Dropout
2,8,2,9,1,5,0,9,8,9,8,1,0,1,0,3,1,54,1,4,4,0,2,22.950767211173087,3,3,11,8,8,2.997842789762646,14,14.760101818813814,3.107641260731203,35664.20241134855,Dropout
1,6,2,11,1,9,0,9,9,3,6,1,0,1,1,2,1,38,0,2,10,12,8,14.058972326040923,4,13,5,3,8,16.41978089505428,10,19.87553490469428,1.4327550602163497,95739.37487793883,Dropout
2,5,2,16,0,8,1,5,8,2,11,0,0,1,1,1,1,27,0,11,2,5,4,18.45361450029738,5,11,3,8,4,23.781722543543356,12,2.342861878436422,1.5009577119683082,99416.56270352799,Dropout
1,7,8,5,0,4,0,1,3,1,1,0,0,1,0,2,0,31,0,9,1,2,3,24.693042233048015,11,7,14,14,4,4.40164088078721,7,17.01029706509607,2.490288888439168,48872.708777680076,Dropout
1,7,2,9,1,4,1,6,4,6,9,1,1,0,0,1,1,18,1,3,14,2,4,29.63565429216033,11,0,11,1,8,14.421233230457071,8,11.836791389796858,5.660238342974102,63088.58607858543,Dropout
1,5,1,8,1,4,1,9,8,8,2,0,1,0,0,2,0,54,1,1,12,2,10,27.438323224154068,10,14,11,4,5,8.026909727325982,0,1.3698398076370544,4.358611723911928,38120.520825275635,Dropout
1,7,7,2,1,8,0,4,6,3,10,0,1,1,0,2,1,33,0,13,11,14,6,12.240886239759611,0,8,11,6,14,17.105280847913825,3,10.01767581686112,2.027619676382939,86399.55388215421,Dropout
2,1,9,4,0,3,0,8,4,9,10,1,1,1,1,1,1,22,0,0,14,13,13,13.602003786805428,4,0,14,0,13,15.234067450875246,10,13.949919619780552,9.313619792531876,12934.560683870379,Graduate
3,1,5,7,1,3,0,7,7,11,7,0,1,0,0,1,1,24,1,13,10,1,6,34.0687329769751,14,13,8,7,5,35.064337177975176,9,19.510452624983188,5.8466176520685,33795.692916427106,Dropout
2,1,9,13,1,8,1,1,9,9,7,0,1,1,0,1,1,35,1,5,8,3,12,10.951435530908086,2,2,5,4,9,22.991480816608195,14,11.475509089486472,8.074790045229932,33278.890529757235,Graduate
2,2,2,2,1,2,1,2,3,10,8,0,1,0,0,3,0,20,1,7,12,2,7,5.999862522633839,1,11,2,2,11,24.043967227312642,2,16.07915893978411,5.107363513921981,87722.0411301534,Dropout
3,7,4,13,1,9,0,2,3,7,5,0,1,0,1,3,0,25,1,4,7,10,4,6.178896924871862,0,5,3,3,9,2.028702101504276,7,13.315496607462972,0.49702862379371826,93824.75289069768,Dropout
1,6,8,14,1,7,1,3,1,1,6,0,1,1,0,2,0,30,1,13,1,5,6,29.87480986523778,3,0,2,12,8,24.255716781933018,1,3.2864283335760924,8.513962891526008,15628.052538942346,Dropout
1,9,7,1,0,5,1,7,5,3,5,0,0,0,0,1,1,19,1,5,4,9,2,18.244185072381683,7,8,1,3,9,23.04568415068999,5,6.560268620644843,4.308345100593711,93327.8725214679,Dropout
3,1,8,15,0,1,1,7,9,9,11,1,0,1,1,2,0,34,1,8,9,9,0,21.222825968020118,12,8,9,2,8,16.795765352346006,3,18.16405777819315,7.892517137709945,30585.686307363543,Dropout
3,1,2,4,0,9,0,3,7,4,4,0,1,0,0,3,0,45,0,0,3,14,13,34.838128017005914,7,6,13,12,1,22.150925814212282,0,17.290198208163016,3.836570737576259,78030.38329288005,Graduate
1,7,1,15,1,1,1,4,7,3,11,0,0,1,0,2,0,49,1,14,7,2,11,12.364303090304505,9,14,6,11,3,4.311504731024369,6,12.476024850525011,0.8435094322059578,54407.59392730997,Dropout
3,6,6,17,0,2,1,4,7,10,6,1,0,0,1,2,0,24,0,2,13,7,14,7.506706110188537,10,1,3,1,10,5.776519893518848,2,19.66157514325989,4.532212928032539,40554.51331332562,Graduate
3,5,8,1,1,1,1,9,1,9,7,1,1,0,1,3,0,21,0,11,9,7,4,36.84125819153345,9,1,11,5,8,31.179185769455028,13,4.789854989656535,1.8664839356883522,25214.21297556891,Dropout
1,2,3,16,1,6,1,2,5,6,11,1,1,0,1,3,1,45,0,3,0,6,1,27.93130232979174,1,3,9,6,9,16.51966837489679,3,5.62526821578701,3.8357206302550164,44642.9017446205,Dropout
2,2,2,15,1,6,1,9,6,7,10,1,1,0,0,3,1,29,0,14,7,2,0,7.887383779877539,5,2,6,3,8,5.360236482097984,11,2.2476926025669686,8.429288505327193,49865.749365861324,Dropout
1,2,5,3,0,1,0,8,4,9,5,1,0,0,0,3,1,19,1,11,1,12,1,1.4239243446254868,0,7,13,5,14,27.786358500783276,9,13.272321385654386,7.087406692898136,20409.822819215937,Dropout
3,8,9,8,1,7,0,8,1,6,1,0,0,0,0,2,1,47,1,8,0,11,8,24.37030145929487,13,11,6,9,8,26.4000629012633,10,7.979881096083461,6.177959178155984,20469.092363825457,Dropout
2,3,2,10,1,7,1,6,4,7,4,0,0,1,1,2,1,36,0,3,14,8,10,18.88449234906329,0,14,4,2,0,25.013943119477293,5,5.3320391623590435,1.8203424004859248,93041.45351091759,Dropout
1,6,9,14,1,2,1,4,1,1,5,0,0,1,1,1,1,24,1,3,2,12,4,7.107671905328958,12,4,8,0,6,0.10327005154051161,3,6.7961119635382765,7.483450884405779,17220.485189773026,Dropout
1,9,8,13,1,4,1,7,3,3,6,0,0,0,1,3,1,33,0,9,9,0,1,24.561633280068126,7,7,10,8,8,16.726316611463833,13,6.619603113095749,1.1880707829049197,99913.96909528362,Graduate
3,2,8,10,1,7,1,8,3,3,3,1,1,0,0,2,1,54,0,11,14,3,8,18.56464487482098,2,11,8,1,8,34.96818850796092,10,1.198315080428407,6.152634466628132,73941.01524940226,Dropout
3,1,1,12,1,1,1,1,4,1,1,0,1,0,1,3,1,53,1,4,2,3,3,18.56903649008956,3,4,5,1,0,37.679204821730465,13,13.43194382918104,9.20983359116975,94751.59246797996,Dropout
2,4,5,4,1,8,0,5,8,8,7,0,0,1,0,3,1,37,1,14,1,9,11,16.13878527755784,14,9,4,9,9,6.277938645124794,5,14.230737270384566,8.685368160887002,84942.35471930832,Dropout
1,2,7,2,1,2,0,5,6,11,4,0,1,1,0,3,1,26,0,3,3,6,6,30.908160497421417,8,10,0,12,9,20.702089701374717,8,14.385201993682601,8.509506107166706,92729.09838967954,Dropout
1,4,5,6,0,7,1,1,6,9,1,0,1,1,0,1,1,50,1,5,14,10,5,33.534005245115864,3,8,9,12,9,19.96532927210331,0,14.033588289707225,3.4055566012975302,95350.72025411659,Dropout
3,7,9,1,0,1,1,5,8,9,7,0,0,0,1,1,1,50,1,5,3,8,5,38.92743805125631,10,8,14,0,7,30.61098190729012,9,19.90174271416712,5.583814571404034,34151.999888860766,Graduate
1,2,3,1,1,4,1,8,9,7,3,1,1,1,1,2,0,20,1,3,5,0,6,27.508369155139803,12,9,8,1,13,7.169830989742332,0,6.6127965682738,5.284435097122707,18622.977879286787,Graduate
2,4,1,16,0,6,0,6,8,10,2,0,0,1,1,1,1,22,1,5,8,13,5,6.242048954941515,14,1,6,6,2,29.27373089306645,13,6.514898053019378,1.8508239796531123,83260.6929080221,Dropout
3,3,4,12,1,5,0,6,5,10,2,1,0,0,0,1,0,38,0,1,6,7,1,32.54538028450233,4,4,10,5,13,23.300414807965556,8,13.13998694707709,5.232952150191038,14819.958917421443,Dropout
3,9,4,3,0,1,1,2,7,4,7,0,0,0,1,3,0,49,0,14,0,8,7,34.028021519488256,14,5,14,14,6,13.884928762142344,8,2.5401338885833313,5.499759712873228,42513.342707622855,Dropout
2,8,5,7,0,2,1,4,2,1,4,0,1,1,1,1,0,46,0,0,1,3,3,15.121811523208407,2,9,11,5,10,4.361578434878863,1,16.352997875321446,9.308780168737679,63420.43441000921,Dropout
2,7,1,2,1,5,0,7,7,6,8,0,0,1,0,3,0,40,1,11,11,7,1,10.240245661177498,14,5,10,8,2,36.49967147434253,4,17.340846358415398,1.9197960636755529,42723.578293491315,Dropout
2,8,2,11,0,7,1,9,7,6,4,1,1,0,1,2,1,46,1,0,4,0,4,34.886444296308674,6,0,11,11,10,34.602033142858204,11,10.158024767808394,3.5994819105428744,54777.17596020467,Dropout
3,5,7,14,1,8,0,9,7,1,9,0,1,1,0,1,0,42,0,9,11,13,8,34.184760123489085,14,0,14,8,7,0.5917259044482481,7,14.980595322143081,5.711741533112064,27231.843326279373,Dropout
3,6,7,7,1,8,0,1,5,10,2,1,1,1,0,3,0,50,1,12,8,12,8,3.8925627811894836,11,8,1,13,14,37.932137692990466,3,9.656234179293575,7.226965032273837,88194.4305416906,Graduate
1,5,5,5,1,6,0,5,1,3,10,1,0,0,1,1,0,47,1,6,6,7,7,7.272313177483669,3,1,8,12,2,29.966763143431734,8,5.371575602793723,8.221284948448982,26948.26970171548,Dropout
1,1,3,8,1,1,1,2,8,11,1,0,1,1,0,2,1,24,0,10,2,5,2,13.968046846226692,11,6,11,9,13,13.16203903096332,6,15.72214393609637,9.398183430705284,15043.76716102457,Dropout
3,2,7,2,0,3,0,5,2,6,9,0,0,1,1,1,0,24,1,6,5,3,3,8.794231505135714,3,0,8,4,2,17.26022796458626,4,12.149085048276408,6.448748893079816,74682.86297507424,Dropout
1,3,7,4,1,9,0,3,4,7,2,1,1,1,0,1,1,24,0,3,11,11,5,31.73721591463599,13,9,14,14,6,20.789971709981074,9,13.802153998078179,9.883429250397478,40348.293115814275,Dropout
1,8,6,7,1,2,0,2,1,3,2,1,0,0,1,2,1,40,0,2,12,12,10,1.4899328606115647,1,10,7,11,13,18.684313349971873,0,4.407603549474417,1.3271923858207724,32816.84031204147,Graduate
1,1,4,14,0,4,0,5,8,11,4,1,1,1,0,2,0,41,0,2,0,3,13,15.815681895038098,3,10,7,3,8,36.23264752411588,9,1.3080225204200269,4.547092291704602,18812.138995688583,Dropout
1,9,4,1,1,5,0,7,4,10,9,0,1,1,0,1,0,54,1,9,0,9,0,26.162804129368613,12,4,12,3,3,6.321580042937729,4,18.737318427353262,8.391978310881269,88412.10249984825,Dropout
1,2,2,2,1,4,1,4,2,6,3,1,0,1,1,3,0,18,1,7,5,14,9,19.54956038200972,1,14,5,6,12,30.91727443384378,1,19.97865158205148,6.665834868159091,69628.25269921466,Graduate
1,5,5,6,1,8,1,6,3,3,7,1,0,1,0,3,0,46,0,3,8,11,11,31.51526394412368,7,7,5,6,6,30.16534346002358,3,18.747241645749803,1.5216332918125897,79771.8220810975,Dropout
3,6,8,15,0,2,1,8,5,2,2,0,1,0,0,1,0,52,0,11,7,4,10,26.454086760670613,9,0,8,4,1,34.18363862039984,13,9.070826783324083,6.936413700340892,32848.68688873826,Dropout
2,2,7,16,1,4,0,2,8,3,7,1,0,0,0,1,0,35,1,14,13,2,12,12.129174700014914,12,10,7,11,2,16.467642622901675,13,2.1891623282118267,4.105808443126513,97556.89077087442,Dropout
3,8,7,6,1,5,0,4,2,8,5,1,1,1,0,2,0,21,1,13,14,13,5,25.71588479427477,5,12,5,4,3,3.645771369978572,4,14.209991872009883,5.0868063578835,98375.6401219475,Dropout
2,2,9,2,0,3,0,9,5,10,8,0,0,1,0,1,0,40,1,1,12,3,7,30.99651294442485,0,0,2,12,2,28.102875703169445,10,15.314382919790088,6.582927065370274,25580.818761972223,Dropout
3,7,4,16,1,5,0,9,3,7,7,0,1,1,0,2,0,33,0,0,7,2,4,18.088108878335426,12,9,6,2,13,22.944747752584526,5,13.323475969010524,0.5960600355077472,42942.286125828025,Dropout
3,5,5,11,1,1,0,7,7,8,4,1,1,1,0,3,1,53,1,12,13,1,9,1.5045124514612107,9,9,10,3,10,26.581073714175865,10,11.604886143897746,5.974695550478486,73109.81936518295,Dropout
3,6,4,15,1,7,0,7,3,9,7,0,0,0,0,3,0,49,1,9,14,10,12,26.69807587024199,6,7,11,10,6,14.919004839470102,0,3.679131307243846,0.7795737915614964,27987.65009640623,Dropout
1,2,1,17,1,6,1,4,4,4,11,0,1,1,1,3,1,54,0,0,14,8,12,36.63745527520765,9,14,2,1,7,29.85333194966296,13,8.491518238913962,6.161774929302958,12009.979308199996,Dropout
2,5,9,4,0,6,1,8,6,5,9,0,0,1,1,2,0,33,0,0,11,0,13,17.5529811763601,5,4,0,6,2,11.209357560146085,14,5.309782216268912,4.664714142574594,63225.88328966172,Dropout
2,1,9,14,1,4,0,6,9,1,9,1,1,0,0,1,1,18,1,11,7,2,1,12.836181633102361,2,8,8,14,6,14.344261937450277,8,9.196130671073812,2.880349761149519,62443.16625211818,Dropout
2,1,1,13,1,4,1,3,6,5,1,0,0,1,0,3,0,18,1,0,13,12,7,19.162477384926127,13,3,1,8,11,14.095700607257054,5,16.722185601563012,6.020890318591773,22701.996959249398,Dropout
1,2,6,14,0,8,1,6,9,8,2,1,0,0,1,2,1,29,1,14,12,14,2,20.956163012554963,11,11,10,4,10,37.24129553478714,14,18.799089223404803,8.400305180756733,58450.74532905326,Dropout
3,6,6,11,0,3,1,5,1,5,10,1,1,0,1,2,1,18,1,2,0,10,9,19.88813201833729,12,9,13,6,9,28.31359747027314,0,17.404578793991725,1.0301769802126648,60012.815006542696,Dropout
3,5,5,17,0,9,0,4,6,11,2,1,1,1,0,1,1,32,0,6,13,10,9,1.6707320117119595,10,6,11,0,5,3.1042785784771443,0,15.91365190358717,5.7359324477096765,63528.9860477436,Dropout
3,9,1,14,0,3,1,9,2,8,2,1,0,0,1,1,0,22,0,12,9,9,8,36.12429294995105,0,4,7,4,11,1.915326302888718,14,18.988404834378972,3.3275934136286436,43977.8810673587,Dropout
2,6,5,12,0,2,1,2,1,9,2,0,1,0,1,2,0,28,1,2,2,6,0,26.160321649548905,14,8,4,2,5,12.785966409721517,6,5.89134210026947,0.6194817518208862,41471.19999774918,Graduate
1,4,9,15,0,6,0,3,9,6,4,1,0,1,1,1,0,38,0,8,0,11,3,19.964605603857343,14,3,7,3,14,7.524352038454136,12,15.282845500723262,9.371483558923252,97687.8714266578,Graduate
3,2,2,8,1,8,0,7,1,9,3,1,0,0,1,2,1,41,0,5,5,14,8,2.486564743106263,8,5,2,7,13,22.857130562184487,11,1.4068981187326135,4.477272614678459,11364.754133812501,Graduate
1,2,9,3,0,5,1,7,8,2,7,0,0,1,1,3,0,51,1,5,11,7,11,17.04191746935728,13,4,10,12,1,1.3597508076378073,0,11.4174242217509,5.28357267908747,49088.5292974341,Dropout
1,7,6,1,0,5,0,4,6,5,9,1,1,0,1,3,0,26,0,6,7,6,11,22.654729173247286,3,13,1,0,7,12.665572652626276,10,10.530758396004703,0.6396645706142234,63113.32230456944,Dropout
3,5,7,10,1,5,0,1,1,2,11,1,0,0,1,1,1,24,1,1,9,0,12,8.964706430978225,1,9,5,10,12,28.936441899154033,14,5.5583855792197205,1.0827574147139496,94510.81863842037,Graduate
1,2,1,16,1,9,0,6,3,5,2,0,0,1,0,3,0,50,1,3,8,5,5,8.4086380886508,0,5,13,14,2,2.904282263867284,9,14.484928031583859,5.118103035050367,38958.237270173966,Dropout
3,5,7,17,0,5,0,1,6,7,1,1,1,0,1,2,0,36,0,13,4,12,10,23.73389036272473,2,6,5,9,4,13.657320148741775,10,2.2014148004213996,3.168413006156634,36881.005993767656,Dropout
3,7,4,3,0,7,1,8,9,1,9,0,1,0,0,2,1,25,0,12,8,2,10,24.757176810279446,3,9,13,3,13,4.953447952161083,12,10.797747378038283,6.598748436294903,72277.1685696545,Graduate
3,4,1,3,1,5,0,4,6,9,8,0,1,1,1,1,0,47,0,4,1,4,10,6.714068169057343,2,4,6,12,3,24.471797899399835,0,17.280700773962533,3.404432707266439,73198.34541865857,Dropout
3,6,8,2,0,7,1,5,3,5,1,1,0,1,0,1,1,38,0,6,6,11,5,35.832858698762784,7,7,10,1,3,19.800634031578998,3,12.963728309372438,5.542262922915999,28704.31967307757,Graduate
2,5,4,7,0,4,1,9,9,2,7,1,1,1,1,1,0,35,1,0,1,10,1,31.288216628261843,9,11,13,1,13,0.012749743331417207,8,19.392489293278906,5.330135069404044,33788.345894217535,Dropout
2,1,9,16,0,1,1,5,5,5,4,0,0,0,0,3,1,23,1,13,1,12,6,9.976398886446987,11,13,10,10,13,32.01902623354504,13,7.946045653587697,0.12284031692808894,29843.759315788506,Dropout
1,6,5,5,0,7,0,6,9,7,2,0,0,1,0,2,0,54,1,7,6,2,11,11.594709439748794,0,14,9,12,6,28.440073528660932,11,14.972724299420356,6.1683235032901065,90894.14522675934,Dropout
1,5,4,11,1,2,1,1,2,2,8,0,0,1,0,2,0,33,1,6,11,5,0,38.69600751740301,0,13,3,0,3,3.465537963968348,7,5.029844619736554,3.410459157113175,16769.77160150525,Dropout
2,5,1,1,0,9,0,1,1,11,2,1,0,0,0,1,1,23,1,7,5,6,6,37.04966159237958,3,8,5,1,0,33.91035972314496,0,3.8951350642814386,7.457834420380439,63693.489081361375,Dropout
2,1,7,2,0,9,0,2,4,8,7,1,1,0,1,2,1,50,0,12,9,1,11,0.7144893768432059,12,12,2,13,4,30.280644546230793,1,3.9934864055283525,2.93771323858551,91850.64320484568,Dropout
1,5,7,15,0,5,1,7,5,4,4,0,1,1,0,1,0,44,0,9,10,11,13,23.037404190372186,9,1,3,8,12,13.741239113225516,12,7.18340265461582,3.4102559981833416,44282.19701605741,Graduate
2,4,1,1,0,4,0,1,1,10,8,0,1,1,1,2,1,37,1,9,11,3,1,26.64522753870465,0,6,9,9,9,37.09439142483829,0,3.816171612118948,6.287327395026271,84395.54880282133,Dropout
3,4,4,1,1,2,1,9,1,3,11,0,1,1,1,1,0,34,0,4,5,10,7,8.789730197112938,9,6,2,13,9,34.31738713213528,2,5.7569345636892795,2.872721191165698,67651.26691115243,Dropout
2,5,9,11,1,3,0,3,8,6,2,1,0,1,1,1,0,17,0,6,13,4,4,14.85876517242026,7,13,12,9,10,37.72414083203755,5,0.08013899654546686,1.3227307039293212,76795.50281561009,Dropout
1,7,9,10,0,3,0,5,4,4,5,1,0,0,0,2,0,20,1,6,9,11,5,30.600780618242695,5,14,0,9,14,17.342020461238565,12,4.933528292561176,6.6964988573522515,54453.019529027646,Dropout
3,2,1,15,0,5,0,9,6,8,10,1,0,0,1,3,0,23,0,11,7,12,4,12.572154692682114,3,12,9,1,9,29.39336742473595,6,5.259233170194911,0.7094833652908061,92175.56610433874,Dropout
3,4,5,2,0,2,0,2,4,2,4,0,0,1,0,2,0,31,1,13,0,13,12,23.304654138262705,6,8,5,5,6,5.475619844428858,12,17.91773556990014,9.593320655330906,48609.65681184387,Dropout
3,6,8,11,0,2,1,9,6,3,2,0,1,0,0,2,0,20,1,13,12,11,0,4.401001707405383,8,10,12,2,0,37.226738679191136,12,19.269054056902732,0.32810459069776643,38617.63296178486,Dropout
2,8,5,10,1,7,1,7,2,5,3,0,1,0,1,1,0,18,1,11,0,1,0,29.957023572685134,9,14,8,2,6,4.298683683018161,14,4.14772830282808,5.906382229496816,64978.25656042165,Dropout
2,6,3,12,0,8,0,5,4,7,10,0,1,0,0,2,1,41,1,12,7,3,8,29.8197916992496,3,6,3,8,8,22.129547195029776,13,14.179538144895709,2.3659218934386894,44557.27175600238,Dropout
2,2,9,7,1,2,0,3,8,5,7,1,0,1,0,1,0,30,0,6,10,6,5,10.889301789576846,14,9,2,10,10,28.4108021997448,3,11.80335242860869,0.8727331480654799,56651.74622948893,Graduate
1,6,2,12,1,8,0,1,1,5,7,1,1,1,1,1,0,30,1,6,9,8,1,5.739464026498253,10,3,0,10,0,27.746330102023286,4,5.358169509656465,4.747176236987962,50995.06187574112,Dropout
1,4,4,14,1,6,1,7,4,3,8,0,0,0,1,2,0,21,1,4,9,7,3,4.578770977370419,12,6,12,7,10,34.27792967673809,12,1.35375108835468,5.633702644849949,78050.17630209489,Dropout
1,2,5,1,0,1,1,3,6,9,10,1,0,1,1,1,0,24,1,4,2,12,8,17.80510211534247,13,0,7,13,11,27.234870709458665,8,6.742373290784185,8.489213190997875,24649.11022020342,Dropout
3,7,3,11,1,6,1,6,5,7,11,1,1,0,1,1,1,33,0,12,8,0,5,8.700841819351147,11,1,1,10,0,28.833431709545906,9,2.8272946561111167,7.458540444848916,61864.01216313782,Dropout
3,6,2,16,0,2,1,3,5,10,2,0,1,0,1,1,1,34,0,4,6,6,14,12.204567437374457,9,8,3,7,3,34.710363455227025,10,8.739978011444965,5.757171296494645,73557.7496577467,Dropout
1,3,3,10,0,7,1,4,6,1,2,1,1,1,0,2,0,48,0,5,0,8,5,17.848675847206266,7,9,14,12,12,37.447304377625485,11,8.16916265812203,5.215082527308482,32568.99975366454,Dropout
3,1,2,12,0,7,1,8,4,7,8,1,0,0,0,3,0,35,1,10,3,9,11,15.637453546781925,7,4,2,1,7,23.698729434450733,1,11.275538798709048,5.967793337891615,34199.01235106989,Dropout
3,6,3,7,0,3,0,5,8,11,1,0,1,0,1,2,0,48,0,3,9,9,4,6.82084693958771,9,0,3,6,5,5.7693345542114605,14,4.600146305284756,2.6338221782997904,57139.10420330409,Dropout
1,7,9,2,0,1,1,6,2,6,10,1,0,1,0,3,1,29,0,6,4,2,5,23.036944140221358,0,6,14,10,8,31.728558497485942,14,7.933832195365285,4.049964584348227,38056.28086077633,Dropout
2,5,4,1,1,3,1,3,6,3,9,1,1,1,0,1,1,44,0,7,4,4,1,38.40003810995955,12,3,14,5,1,39.12874028105825,7,2.9976309191190698,4.02268930195662,62702.55593507692,Dropout
3,5,5,14,1,1,0,1,3,1,2,1,0,1,1,1,1,20,0,14,12,11,5,2.2955355831781743,2,10,7,1,12,6.542526318141091,13,0.5676541058596829,8.762865212623698,55884.566390240645,Dropout
1,5,5,16,1,7,1,2,1,5,11,1,1,0,0,2,1,54,0,11,6,5,3,8.130267018070647,14,7,9,14,3,9.532760676141638,4,8.842012274169582,5.0026290232263,81089.10288859883,Dropout
1,3,8,1,0,5,0,6,7,2,7,1,1,1,1,3,1,18,0,2,13,3,2,33.313274989499824,0,3,10,2,8,15.320772817244958,3,17.548990323098757,6.213386768266734,65964.25117247576,Dropout
2,7,3,17,0,8,0,1,2,3,5,1,0,1,0,3,0,27,1,3,1,12,12,34.51097959195308,4,9,3,14,12,2.496850713928067,5,4.191281683687222,4.947121001520732,46857.347850237864,Graduate
1,1,1,8,1,5,1,5,2,1,9,0,1,1,0,2,0,38,1,2,8,5,14,32.93030587108109,1,8,8,4,3,14.823764418525469,3,2.5718557373524464,0.1747952750119619,68161.1979596227,Dropout
2,6,4,14,1,4,1,9,5,3,2,1,1,1,0,3,1,27,1,12,10,6,5,16.907224728216907,10,3,7,9,5,19.39658065879435,10,12.554031235043464,0.05532327421029826,59302.128010617475,Dropout
1,8,8,2,1,3,1,7,1,10,5,1,1,1,1,2,0,35,1,10,4,9,11,23.993346704161777,5,12,1,10,8,34.518599909780995,2,0.3160256228993119,6.3516955806562825,69582.2469016744,Graduate
1,1,2,1,1,2,1,6,6,6,2,1,1,1,0,1,1,46,0,13,9,7,11,29.501396344193267,0,0,10,2,8,24.208646108465352,5,17.748085276780998,8.941500338098962,12283.24391428272,Graduate
3,9,7,10,0,8,1,3,4,5,11,0,0,1,1,1,0,40,1,14,13,14,11,7.301521958139414,6,6,5,13,8,9.504828269100578,5,18.353988930846473,7.123110482126915,20515.13074492085,Graduate
2,3,5,16,0,3,0,4,3,7,6,1,0,1,1,3,1,35,1,12,3,14,2,27.533095458852088,3,3,10,4,6,32.410035076254566,6,15.250409053191857,5.708892376510035,79815.39043620916,Dropout
2,7,1,9,1,7,1,7,3,11,3,0,1,0,0,3,1,31,0,12,2,2,9,25.950162720698238,2,12,12,1,4,26.626601766534943,0,16.55341237220624,5.6012375425832435,75243.03799201905,Graduate
2,3,6,9,0,7,0,9,4,3,6,1,1,0,0,2,0,21,1,12,10,0,10,11.680506785971826,2,0,8,2,10,14.198937095941048,0,19.73416812056717,3.9662694856328895,56662.95198481218,Dropout
1,8,9,8,0,6,0,9,4,2,7,1,1,1,1,1,1,35,1,14,4,12,14,6.841486115630002,4,0,9,0,2,17.486029561965438,11,12.77023328435316,4.971146047788134,60035.65335537407,Dropout
3,6,6,2,0,2,0,1,8,8,4,1,1,0,1,2,0,21,1,14,9,2,5,4.948230804501579,7,2,13,13,14,26.77283501617598,7,19.395508918491405,5.856286256750387,50012.59324272342,Dropout
